"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 15:00","2019","08","01","15:00","26.9","","7.3","","28","","9","","3","","48.3","","101.53","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 16:00","2019","08","01","16:00","27.2","","7.3","","28","","25","","14","","48.3","","101.50","","27","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 17:00","2019","08","01","17:00","26.5","","8.9","","32","","19","","24","","48.3","","101.46","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 18:00","2019","08","01","18:00","25.7","","8.6","","33","","20","","23","","48.3","","101.45","","26","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 19:00","2019","08","01","19:00","24.6","","10.1","","40","","22","","18","","48.3","","101.46","","26","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 20:00","2019","08","01","20:00","22.3","","10.0","","45","","25","","12","","24.1","","101.49","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 21:00","2019","08","01","21:00","21.7","","10.8","","49","","24","","11","","24.1","","101.51","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 22:00","2019","08","01","22:00","20.7","","11.1","","54","","25","","10","","24.1","","101.51","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-01 23:00","2019","08","01","23:00","20.2","","10.5","","53","","24","","12","","24.1","","101.53","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 00:00","2019","08","02","00:00","19.4","","10.4","","56","","24","","9","","24.1","","101.54","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 01:00","2019","08","02","01:00","19.4","","11.4","","59","","22","","10","","24.1","","101.55","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 02:00","2019","08","02","02:00","18.6","","11.2","","62","","23","","9","","24.1","","101.56","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 03:00","2019","08","02","03:00","17.9","","10.2","","60","","22","","9","","24.1","","101.56","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 04:00","2019","08","02","04:00","16.9","","10.0","","64","","21","","5","","24.1","","101.57","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 05:00","2019","08","02","05:00","17.8","","11.0","","64","","22","","14","","48.3","","101.58","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 06:00","2019","08","02","06:00","18.6","","12.1","","65","","24","","13","","48.3","","101.61","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 07:00","2019","08","02","07:00","19.9","","11.4","","57","","24","","14","","48.3","","101.64","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 08:00","2019","08","02","08:00","21.9","","13.8","","60","","20","","12","","48.3","","101.65","","25","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 09:00","2019","08","02","09:00","23.2","","14.1","","56","","20","","17","","48.3","","101.61","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 10:00","2019","08","02","10:00","24.8","","14.2","","51","","20","","16","","48.3","","101.61","","28","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 11:00","2019","08","02","11:00","27.1","","13.4","","42","","21","","17","","48.3","","101.57","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 12:00","2019","08","02","12:00","27.5","","11.9","","37","","24","","15","","48.3","","101.51","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 13:00","2019","08","02","13:00","28.6","","10.3","","31","","20","","26","","48.3","","101.45","","30","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 14:00","2019","08","02","14:00","28.7","","9.2","","29","","20","","24","","48.3","","101.41","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 15:00","2019","08","02","15:00","29.1","","8.8","","28","","20","","25","","48.3","","101.35","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 16:00","2019","08","02","16:00","28.5","","10.1","","31","","21","","20","","48.3","","101.33","","30","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 17:00","2019","08","02","17:00","28.0","","10.9","","34","","21","","25","","48.3","","101.30","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 18:00","2019","08","02","18:00","27.3","","12.3","","39","","22","","16","","48.3","","101.28","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 19:00","2019","08","02","19:00","26.1","","12.7","","43","","21","","15","","48.3","","101.26","","29","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 20:00","2019","08","02","20:00","24.4","","13.4","","50","","23","","12","","24.1","","101.25","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 21:00","2019","08","02","21:00","23.2","","12.6","","51","","19","","13","","24.1","","101.28","","26","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 22:00","2019","08","02","22:00","23.4","","13.1","","52","","20","","13","","24.1","","101.27","","26","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-02 23:00","2019","08","02","23:00","22.3","","14.9","","62","","21","","13","","24.1","","101.24","","26","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 00:00","2019","08","03","00:00","22.2","","15.4","","65","","21","","12","","24.1","","101.20","","26","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 01:00","2019","08","03","01:00","20.7","","13.3","","62","","23","","5","","24.1","","101.19","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 02:00","2019","08","03","02:00","19.0","","12.6","","66","","23","","9","","24.1","","101.16","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 03:00","2019","08","03","03:00","18.4","","13.4","","72","","23","","9","","24.1","","101.12","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 04:00","2019","08","03","04:00","18.9","","13.8","","72","","23","","12","","24.1","","101.08","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 05:00","2019","08","03","05:00","19.4","","13.2","","67","","23","","17","","48.3","","101.09","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 06:00","2019","08","03","06:00","20.0","","12.6","","62","","22","","25","","48.3","","101.11","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 07:00","2019","08","03","07:00","20.8","","13.1","","61","","24","","18","","48.3","","101.09","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 08:00","2019","08","03","08:00","21.7","","12.8","","56","","23","","22","","48.3","","101.07","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 09:00","2019","08","03","09:00","23.5","","13.8","","54","","22","","17","","48.3","","101.02","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 10:00","2019","08","03","10:00","24.5","","14.7","","54","","22","","22","","48.3","","100.97","","28","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 11:00","2019","08","03","11:00","26.6","","15.3","","49","","20","","28","","48.3","","100.93","","31","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 12:00","2019","08","03","12:00","27.9","","14.4","","43","","23","","21","","48.3","","100.88","","32","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 13:00","2019","08","03","13:00","27.1","","12.7","","40","","26","","22","","48.3","","100.82","","30","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 14:00","2019","08","03","14:00","27.9","","14.4","","43","","28","","23","","48.3","","100.81","","32","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 15:00","2019","08","03","15:00","27.0","","14.7","","46","","27","","22","","48.3","","100.77","","31","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 16:00","2019","08","03","16:00","26.5","","15.4","","50","","27","","24","","48.3","","100.75","","31","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 17:00","2019","08","03","17:00","26.3","","15.5","","51","","30","","24","","48.3","","100.73","","31","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 18:00","2019","08","03","18:00","25.6","","15.7","","54","","28","","18","","48.3","","100.73","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 19:00","2019","08","03","19:00","24.8","","16.4","","59","","28","","17","","48.3","","100.76","","30","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 20:00","2019","08","03","20:00","24.3","","16.5","","61","","31","","13","","24.1","","100.82","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 21:00","2019","08","03","21:00","22.6","","15.5","","64","","36","","10","","24.1","","100.86","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 22:00","2019","08","03","22:00","21.6","","15.0","","65","","33","","8","","24.1","","100.87","","26","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-03 23:00","2019","08","03","23:00","22.3","","10.2","","46","","1","","23","","24.1","","100.90","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 00:00","2019","08","04","00:00","20.9","","8.7","","45","","1","","26","","24.1","","100.95","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 01:00","2019","08","04","01:00","18.9","","8.9","","52","","1","","21","","24.1","","100.99","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 02:00","2019","08","04","02:00","17.5","","8.7","","56","","2","","21","","24.1","","101.04","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 03:00","2019","08","04","03:00","16.2","","8.5","","60","","2","","18","","24.1","","101.05","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 04:00","2019","08","04","04:00","15.3","","8.4","","63","","1","","14","","24.1","","101.06","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 05:00","2019","08","04","05:00","14.7","","8.6","","67","","1","","16","","48.3","","101.10","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 06:00","2019","08","04","06:00","15.4","","8.6","","63","","1","","17","","48.3","","101.16","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 07:00","2019","08","04","07:00","16.5","","8.3","","58","","1","","15","","48.3","","101.18","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 08:00","2019","08","04","08:00","17.7","","7.6","","51","","35","","14","","48.3","","101.20","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 09:00","2019","08","04","09:00","18.2","","8.4","","52","","34","","10","","48.3","","101.20","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 10:00","2019","08","04","10:00","19.8","","8.5","","48","","1","","4","","48.3","","101.18","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 11:00","2019","08","04","11:00","20.5","","6.8","","41","","31","","14","","48.3","","101.15","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 12:00","2019","08","04","12:00","21.8","","7.8","","40","","28","","14","","48.3","","101.11","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 13:00","2019","08","04","13:00","22.5","","7.0","","36","","29","","12","","48.3","","101.05","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 14:00","2019","08","04","14:00","23.0","","6.7","","35","","28","","10","","48.3","","101.02","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 15:00","2019","08","04","15:00","23.4","","6.3","","33","","25","","11","","48.3","","100.97","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 16:00","2019","08","04","16:00","23.9","","5.0","","29","","31","","17","","48.3","","100.96","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 17:00","2019","08","04","17:00","23.6","","6.5","","33","","33","","10","","48.3","","100.96","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 18:00","2019","08","04","18:00","23.2","","7.4","","36","","30","","16","","48.3","","100.98","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 19:00","2019","08","04","19:00","22.3","","7.0","","37","","31","","13","","48.3","","100.98","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 20:00","2019","08","04","20:00","20.7","","7.0","","40","","32","","10","","24.1","","101.00","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 21:00","2019","08","04","21:00","19.6","","7.1","","44","","30","","12","","24.1","","101.05","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 22:00","2019","08","04","22:00","18.8","","7.2","","47","","31","","10","","24.1","","101.05","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-04 23:00","2019","08","04","23:00","17.5","","7.7","","52","","33","","8","","24.1","","101.06","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 00:00","2019","08","05","00:00","15.9","","8.1","","60","","34","","4","","24.1","","101.06","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 01:00","2019","08","05","01:00","15.4","","8.4","","63","","32","","5","","24.1","","101.10","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 02:00","2019","08","05","02:00","14.7","","8.3","","65","","33","","4","","24.1","","101.10","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 03:00","2019","08","05","03:00","13.4","","8.4","","72","","36","","2","","24.1","","101.10","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 04:00","2019","08","05","04:00","13.4","","8.1","","70","","36","","1","","24.1","","101.11","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 05:00","2019","08","05","05:00","12.1","","8.3","","77","","1","","3","","24.1","","101.12","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 06:00","2019","08","05","06:00","15.0","","10.0","","72","","36","","3","","48.3","","101.14","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 07:00","2019","08","05","07:00","18.0","","11.1","","64","","30","","6","","48.3","","101.15","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 08:00","2019","08","05","08:00","19.7","","10.2","","54","","21","","10","","48.3","","101.16","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 09:00","2019","08","05","09:00","21.7","","11.4","","51","","22","","11","","48.3","","101.15","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 10:00","2019","08","05","10:00","23.0","","9.6","","42","","22","","13","","48.3","","101.11","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 11:00","2019","08","05","11:00","23.9","","10.2","","41","","20","","13","","48.3","","101.08","","25","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 12:00","2019","08","05","12:00","24.9","","10.7","","41","","19","","20","","48.3","","101.01","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 13:00","2019","08","05","13:00","25.7","","9.9","","36","","19","","18","","48.3","","100.98","","27","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 14:00","2019","08","05","14:00","26.1","","9.0","","33","","21","","22","","48.3","","100.92","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 15:00","2019","08","05","15:00","26.9","","10.2","","35","","21","","18","","48.3","","100.87","","28","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 16:00","2019","08","05","16:00","27.2","","10.6","","35","","20","","21","","48.3","","100.79","","29","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 17:00","2019","08","05","17:00","27.3","","12.4","","39","","23","","20","","48.3","","100.74","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 18:00","2019","08","05","18:00","27.0","","12.1","","39","","21","","19","","48.3","","100.74","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 19:00","2019","08","05","19:00","25.6","","13.5","","47","","21","","14","","48.3","","100.73","","29","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 20:00","2019","08","05","20:00","23.8","","13.5","","52","","15","","17","","24.1","","100.73","","27","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 21:00","2019","08","05","21:00","22.8","","13.3","","55","","17","","20","","24.1","","100.69","","26","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 22:00","2019","08","05","22:00","22.1","","13.6","","58","","16","","14","","24.1","","100.68","","25","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-05 23:00","2019","08","05","23:00","22.3","","13.0","","55","","21","","15","","24.1","","100.71","","25","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 00:00","2019","08","06","00:00","21.0","","14.2","","65","","19","","13","","24.1","","100.66","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 01:00","2019","08","06","01:00","20.8","","12.6","","59","","21","","14","","24.1","","100.63","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 02:00","2019","08","06","02:00","20.1","","13.2","","64","","18","","10","","24.1","","100.59","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 03:00","2019","08","06","03:00","18.9","","12.9","","68","","17","","7","","24.1","","100.61","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 04:00","2019","08","06","04:00","18.3","","11.9","","66","","11","","10","","24.1","","100.60","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 05:00","2019","08","06","05:00","17.7","","11.8","","68","","13","","11","","24.1","","100.56","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 06:00","2019","08","06","06:00","19.4","","12.3","","63","","13","","14","","24.1","","100.54","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 07:00","2019","08","06","07:00","21.4","","12.3","","56","","13","","16","","48.3","","100.54","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 08:00","2019","08","06","08:00","23.7","","13.0","","51","","15","","13","","48.3","","100.51","","26","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 09:00","2019","08","06","09:00","25.2","","13.5","","48","","14","","10","","48.3","","100.49","","28","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 10:00","2019","08","06","10:00","26.9","","14.4","","46","","19","","13","","48.3","","100.47","","31","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 11:00","2019","08","06","11:00","27.4","","15.0","","46","","23","","16","","48.3","","100.41","","31","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 12:00","2019","08","06","12:00","28.0","","15.9","","47","","18","","4","","48.3","","100.31","","33","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 13:00","2019","08","06","13:00","29.6","","16.5","","45","","23","","18","","48.3","","100.23","","35","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 14:00","2019","08","06","14:00","30.6","","16.4","","42","","23","","18","","48.3","","100.20","","35","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 15:00","2019","08","06","15:00","29.7","","16.6","","45","","23","","10","","48.3","","100.14","","35","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 16:00","2019","08","06","16:00","31.0","","16.2","","40","","18","","16","","48.3","","100.14","","36","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 17:00","2019","08","06","17:00","28.0","","15.7","","47","","28","","17","","48.3","","100.15","","32","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 18:00","2019","08","06","18:00","24.8","","17.0","","62","","28","","18","","24.1","","100.20","","30","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 19:00","2019","08","06","19:00","23.2","","17.6","","71","","26","","5","","24.1","","100.22","","29","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 20:00","2019","08","06","20:00","22.8","","18.4","","76","","22","","5","","24.1","","100.31","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 21:00","2019","08","06","21:00","22.8","","18.5","","76","","21","","7","","24.1","","100.31","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 22:00","2019","08","06","22:00","23.0","","17.9","","73","","21","","8","","24.1","","100.29","","29","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-06 23:00","2019","08","06","23:00","22.8","","18.2","","75","","24","","9","","24.1","","100.33","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 00:00","2019","08","07","00:00","22.0","","18.4","","80","","24","","7","","24.1","","100.35","","28","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 01:00","2019","08","07","01:00","22.0","","18.8","","82","","24","","7","","24.1","","100.33","","29","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 02:00","2019","08","07","02:00","21.9","","19.4","","86","","20","","9","","24.1","","100.33","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 03:00","2019","08","07","03:00","22.0","","19.1","","84","","20","","13","","24.1","","100.35","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 04:00","2019","08","07","04:00","22.1","","18.9","","82","","21","","13","","24.1","","100.36","","29","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 05:00","2019","08","07","05:00","22.0","","18.8","","82","","23","","11","","24.1","","100.39","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 06:00","2019","08","07","06:00","22.0","","18.7","","81","","24","","10","","24.1","","100.41","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 07:00","2019","08","07","07:00","22.3","","18.4","","78","","24","","10","","24.1","","100.43","","29","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 08:00","2019","08","07","08:00","22.3","","18.2","","77","","22","","11","","24.1","","100.45","","28","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 09:00","2019","08","07","09:00","22.8","","18.4","","76","","21","","7","","24.1","","100.43","","29","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 10:00","2019","08","07","10:00","23.0","","18.8","","77","","26","","5","","24.1","","100.42","","30","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 11:00","2019","08","07","11:00","22.4","","19.4","","83","","24","","8","","16.1","","100.42","","29","","","","Drizzle"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 12:00","2019","08","07","12:00","23.3","","19.5","","79","","19","","11","","24.1","","100.42","","30","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2019-08-07 13:00","2019","08","07","13:00","22.7","","20.4","","86","","21","","12","","19.3","","100.39","","31","","","","Cloudy"
